cp,artist,song,section,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres,text_2,type,key_labels
"1,5,6",aerosmith,cryin',verse,0.445,0.856,9.0,-3.674,1.0,0.0327,0.000202,0.0101,0.367,0.486,105.872,308333.0,3.0,3,"['album rock', 'classic rock', 'hard rock', 'rock']","There was a time
When I was so brokenhearted
Love wasn't much of a friend of mine
The tables have turned - yeah
'Cause me and them ways have parted
That kinda love was the killin' kind
All I want is someone I can't resist
I know - all I - need to know
By the way I got kissed
Now I'm dryin' 'cause I let you
Do what you do down on me
Now there's not even breathing room
Between pleasure and pain
Yeah you cry when we're makin' love
Must be one and the same
It's down on me
Yeah, I got to tell you one thing
It's been on my mind, girl I gotta say
We're partners in crime
You got that certain something
What you do to me takes my breath away
Now the word out on the street
Is the devil's in your kiss
If our love goes up in flames
That's a fire I can't resist
Do what you do to me
'Cause what you got inside
Ain't where your love should stay
Yeah, our love, sweet love, ain't love
'Til you give your heart away
Now I'm dyin' just to let you
Do what you do, what you do down on me
Baby, baby, baby
Do what you do down to, down to, down to",album rock,$A$
"4,1,4,1",aerosmith,cryin',pre-chorus,0.445,0.856,9.0,-3.674,1.0,0.0327,0.000202,0.0101,0.367,0.486,105.872,308333.0,3.0,4,"['album rock', 'classic rock', 'hard rock', 'rock']","I was cryin' when I met you
Now I'm tryin' to forget you
Your love is sweet misery
I was cryin' just to get you
Now I'm dyin' 'cause I let you",album rock,$A$
"6,3,4,1,5",aerosmith,cryin',verse,0.445,0.856,9.0,-3.674,1.0,0.0327,0.000202,0.0101,0.367,0.486,105.872,308333.0,3.0,5,"['album rock', 'classic rock', 'hard rock', 'rock']","There was a time
When I was so brokenhearted
Love wasn't much of a friend of mine
The tables have turned - yeah
'Cause me and them ways have parted
That kinda love was the killin' kind
All I want is someone I can't resist
I know - all I - need to know
By the way I got kissed
Now I'm dryin' 'cause I let you
Do what you do down on me
Now there's not even breathing room
Between pleasure and pain
Yeah you cry when we're makin' love
Must be one and the same
It's down on me
Yeah, I got to tell you one thing
It's been on my mind, girl I gotta say
We're partners in crime
You got that certain something
What you do to me takes my breath away
Now the word out on the street
Is the devil's in your kiss
If our love goes up in flames
That's a fire I can't resist
Do what you do to me
'Cause what you got inside
Ain't where your love should stay
Yeah, our love, sweet love, ain't love
'Til you give your heart away
Now I'm dyin' just to let you
Do what you do, what you do down on me
Baby, baby, baby
Do what you do down to, down to, down to",album rock,$A$
"5,6,3,4,1",aerosmith,cryin',verse,0.445,0.856,9.0,-3.674,1.0,0.0327,0.000202,0.0101,0.367,0.486,105.872,308333.0,3.0,5,"['album rock', 'classic rock', 'hard rock', 'rock']","There was a time
When I was so brokenhearted
Love wasn't much of a friend of mine
The tables have turned - yeah
'Cause me and them ways have parted
That kinda love was the killin' kind
All I want is someone I can't resist
I know - all I - need to know
By the way I got kissed
Now I'm dryin' 'cause I let you
Do what you do down on me
Now there's not even breathing room
Between pleasure and pain
Yeah you cry when we're makin' love
Must be one and the same
It's down on me
Yeah, I got to tell you one thing
It's been on my mind, girl I gotta say
We're partners in crime
You got that certain something
What you do to me takes my breath away
Now the word out on the street
Is the devil's in your kiss
If our love goes up in flames
That's a fire I can't resist
Do what you do to me
'Cause what you got inside
Ain't where your love should stay
Yeah, our love, sweet love, ain't love
'Til you give your heart away
Now I'm dyin' just to let you
Do what you do, what you do down on me
Baby, baby, baby
Do what you do down to, down to, down to",album rock,$A$
"1,5,6",katy perry,firework,chorus,0.638,0.826,8.0,-4.968,1.0,0.0479,0.139,0.0,0.0803,0.649,124.072,227880.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']","You just gotta ignite the light
And let it shine
Just own the night
Like the fourth of July
'Cause baby you're a firework
Come on show 'em what your worth
Make 'em go ""oh, oh, oh!""
As you shoot across the sky-y-y
Baby you're a firework
Come on let your colors burst",dance pop,$G♯/A♭$
"1,5,6",katy perry,firework,pre-chorus,0.638,0.826,8.0,-4.968,1.0,0.0479,0.139,0.0,0.0803,0.649,124.072,227880.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']","You just gotta ignite the light
And let it shine
Just own the night
Like the fourth of July
'Cause baby you're a firework
Come on show 'em what your worth
Make 'em go ""oh, oh, oh!""
As you shoot across the sky-y-y
Baby you're a firework
Come on let your colors burst",dance pop,$G♯/A♭$
"1,5,4",katy perry,firework,verse,0.638,0.826,8.0,-4.968,1.0,0.0479,0.139,0.0,0.0803,0.649,124.072,227880.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']","Do you ever feel like a plastic bag
Drifting through the wind
Wanting to start again
Do you ever feel so paper thin
Like a house of cards
One blow from caving in
Do you ever feel already buried deep
Six feet under screams
But no one seems to hear a thing
Do you know that there's still a chance for you
'Cause there's a spark in you
You're gonna leave 'em falling down down down
You don't have to feel like a waste of space
You're original, cannot be replaced
If you only knew what the future holds
After a hurricane comes a rainbow
Maybe a reason why all the doors are closed
So you could open one that leads you to the perfect road
Like a lightning bolt, your heart will glow
And when it's time, you'll know
You're gonna leave 'em all in awe-awe-awe
Boom, boom, boom
Even brighter than the moon, moon, moon
And it's always been inside of you you you
And now it's time to let it through
You're gonna leave 'em all in awe awe awe",dance pop,$G♯/A♭$
"5,6,3",katy perry,firework,chorus,0.638,0.826,8.0,-4.968,1.0,0.0479,0.139,0.0,0.0803,0.649,124.072,227880.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']","You just gotta ignite the light
And let it shine
Just own the night
Like the fourth of July
'Cause baby you're a firework
Come on show 'em what your worth
Make 'em go ""oh, oh, oh!""
As you shoot across the sky-y-y
Baby you're a firework
Come on let your colors burst",dance pop,$G♯/A♭$
"5,4,3,1,5",katy perry,firework,verse,0.638,0.826,8.0,-4.968,1.0,0.0479,0.139,0.0,0.0803,0.649,124.072,227880.0,4.0,5,"['dance pop', 'pop', 'post-teen pop']","Do you ever feel like a plastic bag
Drifting through the wind
Wanting to start again
Do you ever feel so paper thin
Like a house of cards
One blow from caving in
Do you ever feel already buried deep
Six feet under screams
But no one seems to hear a thing
Do you know that there's still a chance for you
'Cause there's a spark in you
You're gonna leave 'em falling down down down
You don't have to feel like a waste of space
You're original, cannot be replaced
If you only knew what the future holds
After a hurricane comes a rainbow
Maybe a reason why all the doors are closed
So you could open one that leads you to the perfect road
Like a lightning bolt, your heart will glow
And when it's time, you'll know
You're gonna leave 'em all in awe-awe-awe
Boom, boom, boom
Even brighter than the moon, moon, moon
And it's always been inside of you you you
And now it's time to let it through
You're gonna leave 'em all in awe awe awe",dance pop,$G♯/A♭$
"1,5,6",the beatles,i want to hold your hand,verse,0.49,0.715,7.0,-5.549,1.0,0.0476,0.386,0.0,0.311,0.866,130.726,145747.0,4.0,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Oh yeah I tell you somethin'
Oh please say to me
You'll let me be your man
And please say to me
You'll let me hold your hand
Now, let me hold your hand
When I feel that somethin'",british invasion,$G$
"4,5,4,5,4",the beatles,i want to hold your hand,intro,0.49,0.715,7.0,-5.549,1.0,0.0476,0.386,0.0,0.311,0.866,130.726,145747.0,4.0,5,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Oh yeah I tell you somethin'
Oh please say to me
You'll let me be your man
And please say to me
You'll let me hold your hand
Now, let me hold your hand
When I feel that somethin'",british invasion,$G$
"5,4,5,4,5",the beatles,i want to hold your hand,intro,0.49,0.715,7.0,-5.549,1.0,0.0476,0.386,0.0,0.311,0.866,130.726,145747.0,4.0,5,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Oh yeah I tell you somethin'
Oh please say to me
You'll let me be your man
And please say to me
You'll let me hold your hand
Now, let me hold your hand
When I feel that somethin'",british invasion,$G$
"1,5,6",the beatles,let it be,verse,0.4429999999999999,0.4029999999999999,0.0,-8.339,1.0,0.0322,0.631,0.0,0.111,0.41,143.46200000000002,243027.0,4.0,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","When I find myself in times of trouble, Mother Mary comes to me
And in my hour of darkness she is standing right in front of me
And when the broken hearted people living in the world agree
For though they may be parted, there is still a chance that they will see
And when the night is cloudy there is still a light that shines on me
Shine until tomorrow, let it be
I wake up to the sound of music, Mother Mary comes to me",british invasion,$C$
"1,5,4",the beatles,let it be,verse,0.4429999999999999,0.4029999999999999,0.0,-8.339,1.0,0.0322,0.631,0.0,0.111,0.41,143.46200000000002,243027.0,4.0,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","When I find myself in times of trouble, Mother Mary comes to me
And in my hour of darkness she is standing right in front of me
And when the broken hearted people living in the world agree
For though they may be parted, there is still a chance that they will see
And when the night is cloudy there is still a light that shines on me
Shine until tomorrow, let it be
I wake up to the sound of music, Mother Mary comes to me",british invasion,$C$
"6,5,4,1,5",the beatles,let it be,chorus,0.4429999999999999,0.4029999999999999,0.0,-8.339,1.0,0.0322,0.631,0.0,0.111,0.41,143.46200000000002,243027.0,4.0,5,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Speaking words of wisdom, let it be
Let it be, let it be, let it be, let it be
Whisper words of wisdom, let it be
There will be an answer, let it be
Let it be, let it be, let it be, yeah, let it be",british invasion,$C$
"5,4,1,5,4",the beatles,let it be,chorus,0.4429999999999999,0.4029999999999999,0.0,-8.339,1.0,0.0322,0.631,0.0,0.111,0.41,143.46200000000002,243027.0,4.0,5,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Speaking words of wisdom, let it be
Let it be, let it be, let it be, let it be
Whisper words of wisdom, let it be
There will be an answer, let it be
Let it be, let it be, let it be, yeah, let it be",british invasion,$C$
"1,5,6",fastball,out of my head,chorus,0.599,0.6659999999999999,4.0,-7.461,1.0,0.0324,0.366,0.00158,0.1689999999999999,0.482,156.20600000000002,153067.0,4.0,3,"['pop rock', 'post-grunge']","Was I out of my head or was I out of my mind?
How could I have ever been so blind?
I was waiting for an indication, it was hard to find
Don't matter what I say, only what I do
I never mean to do bad things to you
So quiet but I finally woke up
If you're sad then it's time you spoke up too",pop rock,$E$
"1,5,4",red hot chili peppers,californication,verse,0.5920000000000001,0.767,9.0,-2.7880000000000003,0.0,0.027,0.0021,0.00165,0.127,0.3279999999999999,96.483,329733.0,4.0,3,"['alternative rock', 'funk metal', 'permanent wave', 'post-grunge', 'rock']","Psychic spies from China
Try to steal your mind's elation
And little girls from Sweden
Dreams of silver screen quotation
And if you want these kind of dreams
It's the edge of the world
And all of western civilization
The sun may rise in the East
At least it settles in the final location
It's understood that Hollywood
Sells Californication
Celebrity skin is this your chin
Or is that war your waging
First born unicorn
Hard core soft porn
Marry me girl be my fairy to the world
Be my very own constellation
A teenage bride with a baby inside
Getting high on information
And buy me a star on the boulevard
Space may be the final frontier
But it's made in a Hollywood basement
Cobain can you hear the spheres
Singing songs off station to station
And Alderaan's not far away
Born and raised by those who praise
Control of population everybody's been there and
I don't mean on vacation
Destruction leads to a very rough road
But it also breeds creation
And earthquakes are to a girl's guitar
They're just another good vibration
And tidal waves couldn't save the world
From Californication
Sicker than the rest
There is no test
But this is what you're craving",alternative rock,$A$
"1,5,4",david bowie,lady stardust,verse and pre-chorus,0.593,0.368,9.0,-12.257,1.0,0.0337,0.612,0.0,0.0905,0.484,128.8,201427.0,4.0,3,"['art rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'rock']","People stared at the makeup on his face
Laughed at his long black hair, his animal grace
The boy in the bright blue jeans
Jumped up on the stage
And lady stardust sang his songs
Of darkness and disgrace
And he sang all night long
Femme fatales emerged from shadows
To watch this creature fair
Boys stood upon their chairs
To make their point of view
I smiled sadly for a love
I could not obey
Lady stardust sang his songs
Of darkness and dismay
Really quite paradise
Oh how I sighed when they asked if I knew his name",art rock,$A$
"6,5,4,1,6",david bowie,lady stardust,verse and pre-chorus,0.593,0.368,9.0,-12.257,1.0,0.0337,0.612,0.0,0.0905,0.484,128.8,201427.0,4.0,5,"['art rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'rock']","People stared at the makeup on his face
Laughed at his long black hair, his animal grace
The boy in the bright blue jeans
Jumped up on the stage
And lady stardust sang his songs
Of darkness and disgrace
And he sang all night long
Femme fatales emerged from shadows
To watch this creature fair
Boys stood upon their chairs
To make their point of view
I smiled sadly for a love
I could not obey
Lady stardust sang his songs
Of darkness and dismay
Really quite paradise
Oh how I sighed when they asked if I knew his name",art rock,$A$
"5,4,1,6,5",david bowie,lady stardust,verse and pre-chorus,0.593,0.368,9.0,-12.257,1.0,0.0337,0.612,0.0,0.0905,0.484,128.8,201427.0,4.0,5,"['art rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'rock']","People stared at the makeup on his face
Laughed at his long black hair, his animal grace
The boy in the bright blue jeans
Jumped up on the stage
And lady stardust sang his songs
Of darkness and disgrace
And he sang all night long
Femme fatales emerged from shadows
To watch this creature fair
Boys stood upon their chairs
To make their point of view
I smiled sadly for a love
I could not obey
Lady stardust sang his songs
Of darkness and dismay
Really quite paradise
Oh how I sighed when they asked if I knew his name",art rock,$A$
"1,5,4",jimi hendrix,angel,verse,0.409,0.716,1.0,-9.863,0.0,0.141,0.0205,0.8059999999999999,0.157,0.474,158.804,234867.0,4.0,3,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']","Angel came down from heaven yesterday
She stayed with me just long enough to rescue me
And she told me a story yesterday,
About the sweet love between the moon and the deep blue sea
And then she spread her wings high over me
She said she's gonna come back tomorrow
Tomorrow I'm gonna be by your side""
Sure enough this morning came on to me
Silver wings silhouetted against the child's sunrise
And my angel she said unto me
""Today is the day for you to rise,
Take my hand, you're gonna be my man,
You're gonna rise""
And she took me high over yonder
Forever I will be by your side""",album rock,$C♯/D♭$
"1,2,3,4",jimi hendrix,angel,pre-chorus,0.409,0.716,1.0,-9.863,0.0,0.141,0.0205,0.8059999999999999,0.157,0.474,158.804,234867.0,4.0,4,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']","And I said ""fly on my sweet angel,
Fly on through the sky,
Fly on my sweet angel,",album rock,$C♯/D♭$
"1,5,4",bruno mars,locked out of heaven,chorus,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0,3,"['pop', 'post-teen pop']","Oh yeah yeah
Oh yeah yeah yeah, uh!
Cause your sex takes me to paradise
Yeah your sex takes me to paradise
And it shows, yeah, yeah, yeah
'Cause you make me feel like, I've been locked out of heaven
For too long, for too long
Yeah you make me feel like, I've been locked out of heaven
Oh oh oh oh, yeah, yeah, yeah
Spend the rest of my days here",pop,$F$
"6,5,4,3,2",bruno mars,locked out of heaven,intro and verse,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0,5,"['pop', 'post-teen pop']","One, two, one, two, three
Never had much faith in love or miracles (miracles) uh!
Never wanna put my heart on the line, uh!
But swimming in your world is something spiritual (spiritual) uh!
I'm born again every time you spend the night, uh!
You bring me to my knees
You make me testify, uh!
You can make a sinner change his ways, uh!
Open up your gates cause I can't wait to see the light, uh!
And right there is where I wanna stay, uh!
Can I just stay here
Can't I just stay here",pop,$F$
"6,5,4,3,2",bruno mars,locked out of heaven,pre-chorus,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0,5,"['pop', 'post-teen pop']","Oh yeah yeah
Oh yeah yeah yeah, uh!
Cause your sex takes me to paradise
Yeah your sex takes me to paradise
And it shows, yeah, yeah, yeah
'Cause you make me feel like, I've been locked out of heaven
For too long, for too long
Yeah you make me feel like, I've been locked out of heaven
Oh oh oh oh, yeah, yeah, yeah
Spend the rest of my days here",pop,$F$
"5,6,5,4,3",bruno mars,locked out of heaven,intro and verse,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0,5,"['pop', 'post-teen pop']","One, two, one, two, three
Never had much faith in love or miracles (miracles) uh!
Never wanna put my heart on the line, uh!
But swimming in your world is something spiritual (spiritual) uh!
I'm born again every time you spend the night, uh!
You bring me to my knees
You make me testify, uh!
You can make a sinner change his ways, uh!
Open up your gates cause I can't wait to see the light, uh!
And right there is where I wanna stay, uh!
Can I just stay here
Can't I just stay here",pop,$F$
"5,6,5,4,3",bruno mars,locked out of heaven,pre-chorus,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0,5,"['pop', 'post-teen pop']","Oh yeah yeah
Oh yeah yeah yeah, uh!
Cause your sex takes me to paradise
Yeah your sex takes me to paradise
And it shows, yeah, yeah, yeah
'Cause you make me feel like, I've been locked out of heaven
For too long, for too long
Yeah you make me feel like, I've been locked out of heaven
Oh oh oh oh, yeah, yeah, yeah
Spend the rest of my days here",pop,$F$
"5,4,3,2,5",bruno mars,locked out of heaven,intro and verse,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0,5,"['pop', 'post-teen pop']","One, two, one, two, three
Never had much faith in love or miracles (miracles) uh!
Never wanna put my heart on the line, uh!
But swimming in your world is something spiritual (spiritual) uh!
I'm born again every time you spend the night, uh!
You bring me to my knees
You make me testify, uh!
You can make a sinner change his ways, uh!
Open up your gates cause I can't wait to see the light, uh!
And right there is where I wanna stay, uh!
Can I just stay here
Can't I just stay here",pop,$F$
"5,4,3,2,1",bruno mars,locked out of heaven,pre-chorus,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0,5,"['pop', 'post-teen pop']","Oh yeah yeah
Oh yeah yeah yeah, uh!
Cause your sex takes me to paradise
Yeah your sex takes me to paradise
And it shows, yeah, yeah, yeah
'Cause you make me feel like, I've been locked out of heaven
For too long, for too long
Yeah you make me feel like, I've been locked out of heaven
Oh oh oh oh, yeah, yeah, yeah
Spend the rest of my days here",pop,$F$
"1,5,4",lana del rey,florida kilos,verse,0.266,0.513,0.0,-7.852,1.0,0.0388,0.28,5.98e-05,0.11,0.579,200.781,256040.0,4.0,3,['pop'],"White lines, pretty baby, tattoos
Don't know what they mean, they're special, just for you
White palms, baking powder on the stove
Cooking up a dream, turning diamonds into snow
I feel you, pretty baby, feel me
Turn it up hot, loving you is free
I like it down, like it down way low
But you already know that
You already know
Zoom in my miles and gold hoops
You like your little baby like you like your drinks, cool
White lines, pretty daddy, go skiing
You snort it like a champ, like the winner when I'm in it...
We could get high in Miami or dance the night away
Even when I die in Miami, that's what they all say
(You believe me, don't you baby?)
And all the Floridians say
All the Columbians say
And all my girlfriends
That's how I do it
Come on, pretty baby
White lines, pretty baby
Gold teeth, pretty baby
Dance the night away",pop,$C$
"1,5,4",the white stripes,dead leaves and the dirty ground,intro,0.363,0.611,11.0,-4.215,0.0,0.033,0.471,3.45e-06,0.0735,0.46,80.842,183933.0,4.0,3,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']","Dead leaves and the dirty ground
When I know you're not around
Shiny tops and soda pops
Thirty notes in the mailbox
Will tell that I'm coming home
And I think I'm gonna stick around
If you can hear a piano fall
You can hear me coming down the hall
If I could just hear your pretty voice
Soft hair and a velvet tongue
I want to give you what you give to me
And every breath that is in your lungs
I didn't feel so bad till the sun went down
Then I come home
No one to wrap my arms around
Wrap my arms around
Well any man with a microphone
Can tell you what he loves the most
And you know why you love at all",alternative rock,$B$
"5,4,5,4",the white stripes,dead leaves and the dirty ground,intro,0.363,0.611,11.0,-4.215,0.0,0.033,0.471,3.45e-06,0.0735,0.46,80.842,183933.0,4.0,4,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']","Dead leaves and the dirty ground
When I know you're not around
Shiny tops and soda pops
Thirty notes in the mailbox
Will tell that I'm coming home
And I think I'm gonna stick around
If you can hear a piano fall
You can hear me coming down the hall
If I could just hear your pretty voice
Soft hair and a velvet tongue
I want to give you what you give to me
And every breath that is in your lungs
I didn't feel so bad till the sun went down
Then I come home
No one to wrap my arms around
Wrap my arms around
Well any man with a microphone
Can tell you what he loves the most
And you know why you love at all",alternative rock,$B$
"1,5,4,5,1",the white stripes,dead leaves and the dirty ground,bridge,0.363,0.611,11.0,-4.215,0.0,0.033,0.471,3.45e-06,0.0735,0.46,80.842,183933.0,4.0,5,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']","When I hear your lips make a sound
For a while so you're not alone
I don't think I need to see ya at all
Is a tiny little gift to me
If you're thinking of the holy ghost",alternative rock,$B$
"1,5,4,5,4",the white stripes,dead leaves and the dirty ground,verse,0.363,0.611,11.0,-4.215,0.0,0.033,0.471,3.45e-06,0.0735,0.46,80.842,183933.0,4.0,5,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']","Dead leaves and the dirty ground
When I know you're not around
Shiny tops and soda pops
Thirty notes in the mailbox
Will tell that I'm coming home
And I think I'm gonna stick around
If you can hear a piano fall
You can hear me coming down the hall
If I could just hear your pretty voice
Soft hair and a velvet tongue
I want to give you what you give to me
And every breath that is in your lungs
I didn't feel so bad till the sun went down
Then I come home
No one to wrap my arms around
Wrap my arms around
Well any man with a microphone
Can tell you what he loves the most
And you know why you love at all",alternative rock,$B$
"1,5,4,5,4",the white stripes,dead leaves and the dirty ground,chorus,0.363,0.611,11.0,-4.215,0.0,0.033,0.471,3.45e-06,0.0735,0.46,80.842,183933.0,4.0,5,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']","When I hear your lips make a sound
For a while so you're not alone
I don't think I need to see ya at all
Is a tiny little gift to me
If you're thinking of the holy ghost",alternative rock,$B$
"4,5,4,5,4",the white stripes,dead leaves and the dirty ground,verse,0.363,0.611,11.0,-4.215,0.0,0.033,0.471,3.45e-06,0.0735,0.46,80.842,183933.0,4.0,5,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']","Dead leaves and the dirty ground
When I know you're not around
Shiny tops and soda pops
Thirty notes in the mailbox
Will tell that I'm coming home
And I think I'm gonna stick around
If you can hear a piano fall
You can hear me coming down the hall
If I could just hear your pretty voice
Soft hair and a velvet tongue
I want to give you what you give to me
And every breath that is in your lungs
I didn't feel so bad till the sun went down
Then I come home
No one to wrap my arms around
Wrap my arms around
Well any man with a microphone
Can tell you what he loves the most
And you know why you love at all",alternative rock,$B$
"1,5,4",sam smith,leave your lover,verse,0.415,0.264,4.0,-8.741,1.0,0.0475,0.948,6.31e-06,0.106,0.357,92.879,188377.0,5.0,3,['pop'],"[Verse 1]
I don't have much to give but I don't care for gold
What use is money when you need someone to hold?
Don't have direction I'm just rolling down this road
Waiting for you to bring me in from out the cold
Or how it feels to fall behind
And watch you call his name
Just leave your lover, leave him for me
Leave your lover, Leave him for me.
[Verse 2]
We sit in bars and raise our drinks to growing old
I'm in love with you and you will never know,
But if I can't have you I'll walk this life alone
Spare you the rising storms and let the river flow
Or how it feels to fall behind and watch you call his name
Leave your lover, leave him for me
Leave your lover, leave him for me.",pop,$E$
"4,1,6",sam smith,leave your lover,chorus,0.415,0.264,4.0,-8.741,1.0,0.0475,0.948,6.31e-06,0.106,0.357,92.879,188377.0,5.0,3,['pop'],"[Pre-Chorus]
You'll never know the endless nights
The rhyming of the rain
[Chorus]
Pack up and leave everything
Don't you see what I can bring?
Can't keep this beating heart at bay
Set my midnight terror free and I will give you all of me",pop,$E$
"1,5,4",rush,by-tor and the snow dog,verse,0.317,0.698,9.0,-10.214,1.0,0.0824,0.0016899999999999,0.283,0.0953,0.3339999999999999,162.132,517373.0,4.0,3,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock', 'symphonic rock']","I. At the Tobes of Hades
The Tobes of Hades
Lit by flickering torchlight
The Netherworld is gathered in the glare
Prince By-Tor takes the cavern
To the north light
The sign of Eth is rising in the air
By-Tor, knight of darkness,
Centurion of evil
Devil's prince
II. Across the Styx
Across the River Styx
Out of the lamplight
His nemesis is waiting at the gate
The Snow Dog, ermine glowing
In the damp night
Coal-black eyes shimmering with hate
By-Tor and the Snow Dog
Square for battle
Let the fray begin
III. Of the Battle
Instrumental
IV. Epilogue
The battle's over
And the dust is clearing
Disciples of the Snow Dog sound the knell
Rejoicing echoes
As the dawn is nearing
By-Tor in defeat
Retreats to Hell
Snow Dog is victorious
The land of the Overworld
Is saved again",album rock,$A$
"1,5,4",weird al yankovic,hardware store,verse,0.7070000000000001,0.867,8.0,-12.443,1.0,0.0703,0.185,0.000338,0.3289999999999999,0.684,126.138,223907.0,4.0,3,"['comedy rock', 'comic']","Nothin' ever (ever) happens in this town
Feelin' low down (down), not a lot to do around here
I thought that I would go right out of my mind
Until a friend told me the news
He said, ""Hey, you know that vacant lot
Right beside the gas station? Well, somebody bought it
And on that spot they're gonna build a shop
Where we can go buy bolts and screws""
Since then I've been walking on air (air)
I can barely brush my teeth or comb my hair
'Cause I'm so excited and I really don't care
I've been waiting since last June
For this day to finally arrive
I'm so happy (happy) now just to be alive
'Cause any minute now I'm gonna be inside
Well, I hope they open soon
In my sleeping bag I camped out overnight
Right in front of the store, then as soon as it was light out
I pressed my nose right up against the glass
You know, I had to be first in line
Gonna get me a flashlight and a broom
Want a pair of pliers for every single room of my house
See those hacksaws? Very, very soon
One of them will be all mine
Guys with nametags walking down the aisles
Rows of garden hoses that go on for miles and miles
Brand new socket wrenches in a plethora of styles
All arranged alphabetically
And they're doing a promotional stunt
There's a great big purple sign out front
That says every 27th customer
Will get a ball-peen hammer free
Would you look at all that stuff ...
They've got allen wrenches, gerbil feeders, toilet seats, electric heaters
Trash compactors, juice extractor, shower rods and water meters
Walkie-talkies, copper wires, safety goggles, radial tires
BB pellets, rubber mallets, fans and dehumidifiers
Picture hangers, paper cutters, waffle irons, window shutters
Paint removers, window louvres, masking tape and plastic gutters
Kitchen faucets, folding tables, weather stripping, jumper cables
Hooks and tackle, grout and spackle, power foggers, spoons and ladles
Pesticides for fumigation, high-performance lubrication
Metal roofing, water proofing, multi-purpose insulation
Air compressors, brass connectors, wrecking chisels, smoke detectors
Tire gauges, hamster cages, thermostats and bug deflectors
Trailer hitch demagnetizers, automatic circumcisers
Tennis rackets, angle brackets, Duracells and Energizers
Soffit panels, circuit breakers, vacuum cleaners, coffee makers
Calculators, generators, matching salt and pepper shakers",comedy rock,$G♯/A♭$
"1,4,5",weird al yankovic,hardware store,pre-chorus,0.7070000000000001,0.867,8.0,-12.443,1.0,0.0703,0.185,0.000338,0.3289999999999999,0.684,126.138,223907.0,4.0,3,"['comedy rock', 'comic']","I can't wait, (no I) I can't wait (oh when)
When are they gonna open up the door?
I'm goin' (yes I'm) goin', I'm a-goin' to the
Goin' to the (hard) ware I'm goin', really goin' to the
Goin' (hard) I'm goin' to the (hard) oh yes, I'm goin' to the
Hardware store",comedy rock,$G♯/A♭$
